Code du Terme;Descripteur en majuscules;Descripteur en typo riche;Champ sémantique;Synonymes;Synonymes métier;TG (Terme Générique);TS (Termes Spécifiques);TA (Termes Associés);NE (Note d’Explication);NA (Note d’Application);Note de version;ex-synonyme V-1;Code arborescence
23594;MECANIQUE VOL;Mécanique vol;235 MECANIQUE THEORIQUE;essai aéronautique###essai vol###qualité vol;mécanicien vol###mécanicienne vol;Aérodynamique - 23521;;Construction aéronautique - 23613###Mécanique vol - 23594;Science qui étudie le mouvement des aéroplanes dans l'air ou sur le sol.;;;;C0A2A1A1A0
23551;HYDRAULIQUE;Hydraulique;235 MECANIQUE THEORIQUE;circuit hydraulique###fluide hydraulique###flux hydraulique###maintenance hydraulique###schéma hydraulique###sécurité hydraulique;hydraulicien###hydraulicienne;Mécanique fluide - 23542;Hydrodynamique - 23581###Oléohydraulique - 23570;Automatisme hydraulique - 24447###Hydraulique - 23551###Hydraulique automobile - 23609###Énergie hydraulique - 24139;Partie de la mécanique des fluides qui traite des liquides, c'est-à-dire de fluides incompressibles.;Employé pour les formations de base théorique à l'hydraulique ou pour les formations concernant les circuits et machines fonctionnant sur ce principe, à l'exception d'[[AUTOMATISME HYDRAULIQUE]] 24447 et d'[[HYDRAULIQUE AUTOMOBILE]] 23609.;;;C0A2A1A2
23581;HYDRODYNAMIQUE;Hydrodynamique;235 MECANIQUE THEORIQUE;écoulement hydraulique;hydrodynamicien###hydrodynamicienne;Hydraulique - 23551;;;Étude des lois régissant le mouvement des liquides incompressibles et des résistances qu'ils opposent aux corps qui se meuvent par rapport à eux.;;;;C0A2A1A2A0
23570;OLEOHYDRAULIQUE;Oléohydraulique;235 MECANIQUE THEORIQUE;circuit oléohydraulique;oléohydraulicien###oléohydraulicienne;Hydraulique - 23551;;;Mécanisme hydraulique utilisant comme liquide une huile minérale, à la fois fort peu compressible et capable de lubrifier les parties en mouvement.;;;;C0A2A1A2A1
23523;PNEUMATIQUE;Pneumatique;235 MECANIQUE THEORIQUE;air comprimé###circuit pneumatique###schéma pneumatique###sécurité pneumatique###écoulement pneumatique;pneumaticien###pneumaticienne;Mécanique fluide - 23542;Oléopneumatique - 23512;Automatisme pneumatique - 24457###Pneumatique - 23523;Partie de la mécanique des fluides qui traite du mouvement, de l'écoulement des gaz et notamment de l'air comprimé.;Employé pour les formations de base théoriques en pneumatique, ou celles concernant les machines et outillages fonctionnant à l'aide d'air comprimé, à l'exception d'[[AUTOMATISME PNEUMATIQUE]] 24457.;;;C0A2A1A3
23512;OLEOPNEUMATIQUE;Oléopneumatique;235 MECANIQUE THEORIQUE;;oléopneumaticien###oléopneumaticienne;Pneumatique - 23523;;;Installation mécanique dans laquelle un liquide, en général de l'huile sous pression, est utilisé conjointement à de l'air comprimé, comme organe de transmission de puissance.;;;;C0A2A1A3A0
23583;MECANIQUE SURFACE;Mécanique surface;235 MECANIQUE THEORIQUE;analyse surface###tribologie###usure frottement;;Mécanique théorique - 23554;;Lubrifiant - 22897###Lubrification - 23694###Mécanique surface - 23583###Traitement surface - 23042;Étude des phénomènes affectant l'interface entre un solide et un autre milieu : frottement, usure et lubrification, polissage, adhérence, corrosion, traitement de surface, etc.;;;;C0A2A2
23546;RESISTANCE MATERIAU;Résistance matériau;235 MECANIQUE THEORIQUE;calcul béton armé###calcul résistance###comportement matériau###déformation matériau###structure déformante;;Mécanique théorique - 23554;Calcul structure - 23567###Essai mécanique - 23525###Fiabilité mécanique - 23539###Mesure mécanique - 23506###Plasticité matériau - 23529###Rhéologie - 23556###Rupture mécanique - 23517###Vibration mécanique - 23549###Élasticité matériau - 23518;Analyse contraintes - 31383###Matériau produit chimique - 22854###Métallographie - 31361###Résistance matériau - 23546###Résistance ouvrage - 22225###Travail matériau - 23054;Évaluation des contraintes et des déformations subies par la matière sous l'action de forces extérieures.;Également employé pour les formations aux calculs de résistance des matériaux. Ne pas confondre avec [[CALCUL STRUCTURE]] 23567.;;;C0A2A3
23567;CALCUL STRUCTURE;Calcul structure;235 MECANIQUE THEORIQUE;analyse structure###dimensionnement structure###dynamique structure;ingénieur calcul structures###ingénieur structures###ingénieur études structures###ingénieure calcul structures###ingénieure structures###ingénieure études structures###responsable structures.;Résistance matériau - 23546;Calcul élément fini - 23576###Calcul état limite - 23587###Mécanique plaque - 23569###Structure hyperstatique - 23589###Structure isostatique - 23598;Algorithme - 11014###Analyse contraintes - 31383###Calcul matriciel - 11095###Calcul scientifique - 11025###Calcul structure - 23567###Logiciel calcul structure - 72556###Travaux publics - 22054;Chiffrage nécessaire avant une construction pour en assurer l'équilibre. Il prend notamment en compte les dimensions de l'ouvrage, la quantité et la nature des matériaux utilisés, la nature du sol, les conditions climatiques. Le calcul intègre des simulations de résistance avec des tests de déformation et d'élasticité.;;;;C0A2A3A0
23576;CALCUL ELEMENT FINI;Calcul élément fini;235 MECANIQUE THEORIQUE;;;Calcul structure - 23567;;;Méthode d'analyse numérique des contraintes consistant à diviser une structure en petits éléments de forme géométrique régulière.;;;;C0A2A3A0A0
23587;CALCUL ETAT LIMITE;Calcul état limite;235 MECANIQUE THEORIQUE;;;Calcul structure - 23567;;Béton - 22861###Calcul état limite - 23587###Résistance ouvrage - 22225;Calcul servant de base à la vérification de la sécurité des ouvrages.;;;;C0A2A3A0A1
23569;MECANIQUE PLAQUE;Mécanique plaque;235 MECANIQUE THEORIQUE;;;Calcul structure - 23567;;;Étude du comportement des plaques soumises à certaines sollicitations.;;;;C0A2A3A0A2
23589;STRUCTURE HYPERSTATIQUE;Structure hyperstatique;235 MECANIQUE THEORIQUE;forme hyperstatique###système hyperstatique;;Calcul structure - 23567;;;Structure pour laquelle il n'est pas possible de déterminer les sollicitations qui résultent d'un système de charge donné en faisant appel aux seules équations de la statique.;;;;C0A2A3A0A3
23598;STRUCTURE ISOSTATIQUE;Structure isostatique;235 MECANIQUE THEORIQUE;isostasie###système isostatique;;Calcul structure - 23567;;;Structure dont les sollicitations relatives à une section quelconque peuvent être évaluées à partir des seules équations de la statique.;;;;C0A2A3A0A4
23525;ESSAI MECANIQUE;Essai mécanique;235 MECANIQUE THEORIQUE;cisaillement###compression###flambage###flexion###fluage###torsion###traction;;Résistance matériau - 23546;;;Essai pratiqué pour vérifier la qualité des métaux et alliages en vue de leur utilisation dans des ensembles soumis à des sollicitations diverses.;;;;C0A2A3A1
23539;FIABILITE MECANIQUE;Fiabilité mécanique;235 MECANIQUE THEORIQUE;;;Résistance matériau - 23546;;Fiabilité - 31374###Fiabilité mécanique - 23539###Maintenance industrielle - 31624;Essais de fiabilité réalisés dans le cadre d'études de résistance de matériaux.;;;;C0A2A3A2
23506;MESURE MECANIQUE;Mesure mécanique;235 MECANIQUE THEORIQUE;torsiomètre;;Résistance matériau - 23546;;Mesure mécanique - 23506###Métrologie - 31371;;;;;C0A2A3A3
23529;PLASTICITE MATERIAU;Plasticité matériau;235 MECANIQUE THEORIQUE;comportement plastique;;Résistance matériau - 23546;;Extensométrie - 31392###Plasticité matériau - 23529;"Propriété d'un solide dans le domaine des déformations permanentes ; théorie qui a pour objet d'expliquer et de prévoir le comportement du solide dans cet état de déformation.";;;;C0A2A3A4
23556;RHEOLOGIE;Rhéologie;235 MECANIQUE THEORIQUE;;rhéologue;Résistance matériau - 23546;;;Étude de l'écoulement et de la déformation de la matière.;;;;C0A2A3A5
23517;RUPTURE MECANIQUE;Rupture mécanique;235 MECANIQUE THEORIQUE;cassure###endommagement matériau###fatigue matériau###fissuration###mécanique fatigue###mécanique rupture;;Résistance matériau - 23546;;;Étude des fissurations et ruptures de matériaux liées à la sollicitation excessive d'une pièce (mécanique de la fatigue).;;;;C0A2A3A6
23549;VIBRATION MECANIQUE;Vibration mécanique;235 MECANIQUE THEORIQUE;analyse vibration###mesure vibration###mécanique vibratoire###vibration machine###vibration structure;;Résistance matériau - 23546;;Environnement physique travail - 42889###Maintenance préventive - 31603###Métrologie - 31371###Vibration mécanique - 23549;Mouvement oscillatoire de fréquence élevée et de faible amplitude.;;;;C0A2A3A7
23518;ELASTICITE MATERIAU;Élasticité matériau;235 MECANIQUE THEORIQUE;comportement élastique;;Résistance matériau - 23546;;;Qualité mécanique d'un matériau caractérisé par sa limite d'élasticité, contrainte telle que tout dépassement a pour effet de provoquer des déformations résiduelles irréversibles.;;;;C0A2A3A8
23534;TECHNIQUE VIDE;Technique vide;235 MECANIQUE THEORIQUE;ultravide;;Mécanique théorique - 23554;;Cuisson sous vide - 21580###Technique vide - 23534;;Employé pour les formations à la technique du vide : rôle, obtention, applications et technologies mises en oeuvre.;;;C0A2A4
11454;PHYSIQUE;Physique;114 PHYSIQUE;sciences physiques;physicien###physicienne;Sciences;Astronomie - 11474###Colorimétrie - 11413###Mesure optique - 11414###Microscopie électronique - 11404###Mécanique quantique - 11472###Nanoscience nanotechnologie - 11406###Photométrie - 11403###Physique matière - 11436###Physique mise à niveau - 11483###Propagation onde - 11475###Thermodynamique - 11452###Thermométrie - 11421###Électromagnétisme - 11466;Analyse contraintes - 31383###Biophysique - 12089###Chimie générale - 11576###Mécanique théorique - 23554###Physique - 11454###Sciences de la terre - 12254###Énergie - 24154;Science qui étudie par l'expérimentation et l'élaboration de concepts les propriétés fondamentales de la matière et de l'espace temps.;Pour les formations de mise à niveau, employer [[PHYSIQUE MISE À NIVEAU]] 11483.;;;C0A3
11474;ASTRONOMIE;Astronomie;114 PHYSIQUE;;astronome;Physique - 11454;Astrophysique - 11494;;Science qui étudie les positions relatives, les mouvements, la structure et l'évolution des corps célestes.;;;;C0A3A0
11494;ASTROPHYSIQUE;Astrophysique;114 PHYSIQUE;;astrophysicien###astrophysicienne;Astronomie - 11474;;;Partie de l'astronomie qui étudie la nature physique, la formation et l'évolution des astres.;;;;C0A3A0A0
11413;COLORIMETRIE;Colorimétrie;114 PHYSIQUE;contrôle couleur###densitométrie###mesure couleur;;Physique - 11454;;Colorant - 22879###Colorimétrie - 11413###Ingrédient arôme alimentaire - 21505###Qualité impression - 46010;Mesure de la couleur : calcul des quantités de colorant nécessaires pour colorer un tissu, une peinture, etc.;;;;C0A3A1
11414;MESURE OPTIQUE;Mesure optique;114 PHYSIQUE;interférométrie###méthode optique analyse;;Physique - 11454;;Holographie - 46279###Interférométrie holographique - 31325###Mesure optique - 11414###Métrologie - 31371;Méthode optique d'analyse utilisant les interactions entre le rayonnement et la matière.;Employé pour les formations générales sur les mesures optiques. Employer si possible un descripteur plus précis.;;;C0A3A2
11404;MICROSCOPIE ELECTRONIQUE;Microscopie électronique;114 PHYSIQUE;microscope électronique###microscopie STM/AFM;;Physique - 11454;;;Technique utilisant des électrons au lieu des photons pour l'étude de la matière. Il permet d'obtenir des grossissements de l'ordre d'un million.;Employé pour les formations à l'utilisation des microscopes électroniques.;;;C0A3A3
11472;MECANIQUE QUANTIQUE;Mécanique quantique;114 PHYSIQUE;physique quantique###quanton###théorie quantique;;Physique - 11454;Photonique - 11481;;Partie de la physique qui traite des propriétés des quantons.;;;;C0A3A4
11481;PHOTONIQUE;Photonique;114 PHYSIQUE;photon;photonicien###photonicienne;Mécanique quantique - 11472;;;Relatif à un photon ou à un système de photons.;;;;C0A3A4A0
11406;NANOSCIENCE NANOTECHNOLOGIE;Nanoscience nanotechnologie;114 PHYSIQUE;NST;;Physique - 11454;;Nanoscience nanotechnologie - 11406###Nanoélectronique - 24327;Domaine multidisciplinaire qui concerne l'étude, la fabrication et la manipulation d'objets de taille inférieure à quelques centaines de nanomètres.;;;;C0A3A5
11403;PHOTOMETRIE;Photométrie;114 PHYSIQUE;;;Physique - 11454;;;Partie de l'optique consacrée à la mesure des grandeurs relatives à la lumière et à la prise en compte de la perception visuelle.;;;;C0A3A6
11436;PHYSIQUE MATIERE;Physique matière;114 PHYSIQUE;structure matière;;Physique - 11454;Physique nucléaire - 11428###Physique plasma - 11438###Physique solides - 11448;;;Employé pour les formations à l'étude de la structure de la matière en général.;;;C0A3A7
11428;PHYSIQUE NUCLEAIRE;Physique nucléaire;114 PHYSIQUE;neutronique###physique atomique###scintillation###structure atomique###électronique nucléaire;;Physique matière - 11436;;Physique nucléaire - 11428###Radiochimie - 11588###Énergie nucléaire - 24134;Physique relative au noyau de l'atome et à l'énergie qui en est issue.;;;;C0A3A7A0
11438;PHYSIQUE PLASMA;Physique plasma;114 PHYSIQUE;;;Physique matière - 11436;;Coupage plasma - 23069###Physique plasma - 11438###Soudage plasma - 23013;;Employé pour les formations générales au plasma. Pour les applications industrielles en transformation des matériaux, employer [[SOUDAGE PLASMA]] 23013 ou [[COUPAGE PLASMA]] 23069.;;;C0A3A7A1
11448;PHYSIQUE SOLIDES;Physique solides;114 PHYSIQUE;mécanique solides;;Physique matière - 11436;Cristallographie - 11449;;Partie de la physique qui a pour objet l'étude des propriétés de l'état solide à partir de la nature des atomes qui le composent et de leur arrangement dans l'espace.;;;;C0A3A7A2
11449;CRISTALLOGRAPHIE;Cristallographie;114 PHYSIQUE;radiocristallographie###état cristallin;cristallographe;Physique solides - 11448;;Cristallographie - 11449###Minéralogie - 12269;Science de la matière cristallisée, des lois qui président à sa formation, de sa structure, de ses propriétés géométriques, physiques et chimiques.;;;;C0A3A7A2A0
11483;PHYSIQUE MISE A NIVEAU;Physique mise à niveau;114 PHYSIQUE;;;Physique - 11454;;;;Employé pour les formations d'initiation, de mise à niveau ou d'actualisation des connaissances consacrées exclusivement à la physique. Pour les formations de mise à niveau abordant plusieurs domaines, employer [[MISE À NIVEAU]] 15041.;;;C0A3A8
